food_name,calories_kcal,protein_g,carbs_g,fat_g,sodium_mg,sugar_g,calorie_density,protein_ratio,carbs_ratio,fats_ratio,sugar_ratio
Funky Fruit Candy Canes,1674.0,0.0,0.0,0.0,0.0,80.0,16.74,0.0,0.0,0.0,4.778972518053182
Razzmatazz Candy Canes,1674.0,0.0,0.0,0.0,0.0,80.0,16.74,0.0,0.0,0.0,4.778972518053182
Gumballs,1046.0,0.0,0.0,0.0,0.0,50.0,10.46,0.0,0.0,0.0,4.780114718183446
Gumballs,1255.0,0.0,0.0,0.0,0.0,60.0,12.55,0.0,0.0,0.0,4.780876490214441
Candy Canes,1674.0,0.0,0.0,0.0,0.0,90.0,16.74,0.0,0.0,0.0,5.37634408280983
Potato Sticks,2389.0,0.0,0.0,39.29,0.0,0.0,23.89,0.0,0.0,1.6446211797217996,0.0
"1 Wow!, Lollipop Bouquet",1611.0,0.0,0.0,0.0,0.0,69.23,16.11,0.0,0.0,0.0,4.297330847735983
Jelly Candy Kabob,1628.0,0.0,0.0,0.0,0.0,66.67,16.28,0.0,0.0,0.0,4.095208842693361
"Danish Style Cookies, Butter",2243.0,0.0,0.0,25.0,0.0,3.57,22.43,0.0,0.0,1.1145786887585472,0.15916183675472054
Brown Sugar,1569.0,0.0,0.0,0.0,0.0,100.0,15.69,0.0,0.0,0.0,6.373486292942328
Sugar,1674.0,0.0,0.0,0.0,0.0,96.67,16.74,0.0,0.0,0.0,5.774790916502514
Chocolate Syrup,1071.0,0.0,0.0,0.0,0.0,41.03,10.71,0.0,0.0,0.0,3.830999062716154
"Wow!, Swirl Lollipops",1569.0,0.0,0.0,0.0,0.0,62.5,15.69,0.0,0.0,0.0,3.9834289330889554
14 Heart Lollipops,1569.0,0.0,0.0,0.0,0.0,68.75,15.69,0.0,0.0,0.0,4.38177182639785
"Llc, Gummy Hearts",1360.0,0.0,0.0,0.0,0.0,45.0,13.6,0.0,0.0,0.0,3.308823526978806
Lollipop Bouquet,1569.0,0.0,0.0,0.0,0.0,68.75,15.69,0.0,0.0,0.0,4.38177182639785
Marshmallow Candy Mug,1297.0,0.0,0.0,0.0,0.0,66.67,12.97,0.0,0.0,0.0,5.140323820246473
Swirl Lollipops,1724.0,0.0,0.0,0.0,0.0,64.71,17.24,0.0,0.0,0.0,3.7534802762450803
Sweetened Corn And Oat Cereal,1674.0,0.0,0.0,5.0,0.0,43.33,16.74,0.0,0.0,0.2986857823783239,2.5884109900905545
Bite-Size Frosted Shredded Wheat,1443.0,0.0,0.0,1.82,0.0,20.0,14.43,0.0,0.0,0.12612612603872062,1.386001385040886
Cinni-Mini Crunch Sweetened Whole Grain And Rice Cereal With Cinnamon,1753.0,0.0,0.0,11.29,0.0,32.26,17.53,0.0,0.0,0.6440387902772169,1.8402738152651033
Corn Flakes Cereal,1536.0,0.0,0.0,0.0,0.0,6.67,15.36,0.0,0.0,0.0,0.4342447913839552
Toasted Rice Cereal,1648.0,0.0,0.0,0.0,0.0,9.09,16.48,0.0,0.0,0.0,0.5515776695682174
Frosted Flakes Sweetened Flakes Of Corn Cereal,1619.0,0.0,0.0,0.0,0.0,38.71,16.19,0.0,0.0,0.0,2.3909820862316353
Fruity Frosted O's Sweetened Multi-Grain Cereal,1699.0,0.0,0.0,3.12,0.0,46.88,16.99,0.0,0.0,0.18363743367649357,2.7592701572929546
"Toasted Oats Sweet Whole Grain Oat Cereal, Honey Nut",1674.0,0.0,0.0,5.0,0.0,30.0,16.74,0.0,0.0,0.2986857823783239,1.7921146942699435
"Graham Crackers, Honey",1812.0,0.0,0.0,10.0,0.0,26.67,18.12,0.0,0.0,0.5518763793863816,1.47185430382348
Swirl Pops,1477.0,0.0,0.0,0.0,0.0,70.59,14.77,0.0,0.0,0.0,4.779282325809558
Candy Corn,1632.0,0.0,0.0,0.0,0.0,78.05,16.32,0.0,0.0,0.0,4.782475487265639
Root Beer Barrels,1761.0,0.0,0.0,0.0,0.0,73.68,17.61,0.0,0.0,0.0,4.183986369003983
Sour Neon Bears Gummies,1393.0,0.0,0.0,0.0,0.0,59.52,13.93,0.0,0.0,0.0,4.272792531031736
Tropical Gummi Worms,1393.0,0.0,0.0,0.0,0.0,54.76,13.93,0.0,0.0,0.0,3.931083988563471
Watermelon Rings,1364.0,0.0,0.0,0.0,0.0,62.79,13.64,0.0,0.0,0.0,4.603372430642688
Jelly Beans,1255.0,0.0,0.0,0.0,0.0,50.0,12.55,0.0,0.0,0.0,3.9840637418453673
Marshmallow Pop,1464.0,0.0,0.0,0.0,0.0,51.67,14.64,0.0,0.0,0.0,3.52937158228868
Bubble Gum Mini Eggs,1046.0,0.0,0.0,0.0,0.0,75.0,10.46,0.0,0.0,0.0,7.170172077275169
"Wow, Bubble Gum Eggs",1046.0,0.0,0.0,0.0,0.0,75.0,10.46,0.0,0.0,0.0,7.170172077275169
"Llc, Sour Marshmallow",1393.0,0.0,0.0,0.0,0.0,41.67,13.93,0.0,0.0,0.0,2.991385496775746
Lollipos,1569.0,0.0,0.0,0.0,0.0,68.75,15.69,0.0,0.0,0.0,4.38177182639785
Lollipop Bouquet,1569.0,0.0,0.0,0.0,0.0,62.5,15.69,0.0,0.0,0.0,3.9834289330889554
Mini Gumball Machine With Gumballs Candy,1046.0,0.0,0.0,0.0,0.0,50.0,10.46,0.0,0.0,0.0,4.780114718183446
Gumballs,1046.0,0.0,0.0,0.0,0.0,75.0,10.46,0.0,0.0,0.0,7.170172077275169
Assorted Jelly Beans,1531.0,0.0,0.0,0.0,0.0,80.49,15.31,0.0,0.0,0.0,5.257348135037656
Speckled Jelly Beans,1494.0,0.0,0.0,0.0,0.0,80.95,14.94,0.0,0.0,0.0,5.418340023147028
Mixed Nuts,2540.0,0.0,0.0,53.57,0.0,3.57,25.4,0.0,0.0,2.1090551172798997,0.1405511810470271
Deluxe Mix Nuts,2540.0,0.0,0.0,53.57,0.0,3.57,25.4,0.0,0.0,2.1090551172798997,0.1405511810470271
Lollipops,1569.0,0.0,0.0,0.0,0.0,68.75,15.69,0.0,0.0,0.0,4.38177182639785
"Llc, Jelly-Candy Kabob",1628.0,0.0,0.0,0.0,0.0,66.67,16.28,0.0,0.0,0.0,4.095208842693361
"Llc, Gummy Sharks Candy",1360.0,0.0,0.0,0.0,0.0,45.0,13.6,0.0,0.0,0.0,3.308823526978806
Frosted Popsicle Lollipop,1674.0,0.0,0.0,0.0,0.0,71.43,16.74,0.0,0.0,0.0,4.267025087056735
"Midwoodbrands, Gummy Ice Cream",1360.0,0.0,0.0,0.0,0.0,30.0,13.6,0.0,0.0,0.0,2.205882351319204
Fruity Hard Candies,1674.0,0.0,0.0,0.0,0.0,97.5,16.74,0.0,0.0,0.0,5.824372756377316
"Cookies, Coconut Macaroon",1795.0,0.0,0.0,17.86,0.0,25.0,17.95,0.0,0.0,0.9949860718690884,1.3927576593912214
Gummi Rings Candy,1364.0,0.0,0.0,0.0,0.0,62.79,13.64,0.0,0.0,0.0,4.603372430642688
"Potato Chips, Original",2243.0,0.0,0.0,35.71,0.0,0.0,22.43,0.0,0.0,1.5920641990227091,0.0
Original Wavy Potato Chips,2243.0,0.0,0.0,35.71,0.0,0.0,22.43,0.0,0.0,1.5920641990227091,0.0
"Potato Chips, Barbecue",2243.0,0.0,0.0,32.14,0.0,3.57,22.43,0.0,0.0,1.4329023622679884,0.15916183675472054
Potato Chips,2243.0,0.0,0.0,32.14,0.0,3.57,22.43,0.0,0.0,1.4329023622679884,0.15916183675472054
"Juice Drink From Concentrate, Orange & Pineapple",226.0,0.0,0.0,0.0,0.0,13.33,2.26,0.0,0.0,0.0,5.898230062397213
Apple Juice,209.0,0.0,0.0,0.0,0.0,10.83,2.09,0.0,0.0,0.0,5.181818157024794
Fancy Candy Mix,1674.0,0.0,0.0,0.0,0.0,86.67,16.74,0.0,0.0,0.0,5.177419351745867
Fruit Discs,1674.0,0.0,0.0,0.0,0.0,73.33,16.74,0.0,0.0,0.0,4.380525684360498
Sugar Free Wagers,2092.0,0.0,0.0,31.25,0.0,0.0,20.92,0.0,0.0,1.493785850146374,0.0
Lollipops,1674.0,0.0,0.0,0.0,0.0,70.0,16.74,0.0,0.0,0.0,4.181600953296535
Jumbo Lollipops,1674.0,0.0,0.0,0.0,0.0,75.0,16.74,0.0,0.0,0.0,4.480286735674858
"Candy, Root Beers Barrels",1611.0,0.0,0.0,0.0,0.0,76.92,16.11,0.0,0.0,0.0,4.774674112492443
"Danich Style, Cookies, Butter",2243.0,0.0,0.0,25.0,0.0,25.0,22.43,0.0,0.0,1.1145786887585472,1.1145786887585472
"Devil's Food, Chocolate Cookie Cakes",1351.0,0.0,0.0,0.0,0.0,48.39,13.51,0.0,0.0,0.0,3.581791263077874
Cookies,1795.0,0.0,0.0,17.86,0.0,25.0,17.95,0.0,0.0,0.9949860718690884,1.3927576593912214
Fat Free Chicken Broth,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0
Pear Halves In Heavy Syrup,322.0,0.0,0.0,0.0,0.0,14.62,3.22,0.0,0.0,0.0,4.540372656706917
Yellow Cling Peaches In Heavy Syrup,293.0,0.0,0.0,0.0,0.0,14.84,2.93,0.0,0.0,0.0,5.064846399096087
Tomato Ketchup,494.0,0.0,0.0,0.0,0.0,23.53,4.94,0.0,0.0,0.0,4.763157885094822
Tomato Ketchup,494.0,0.0,0.0,0.0,0.0,23.53,4.94,0.0,0.0,0.0,4.763157885094822
Golden Syrup Porridge,1577.0,0.0,0.0,4.9,0.0,21.2,15.77,0.0,0.0,0.3107165502151449,1.3443246662369532
Pure squeezed Florida orange juice with juicy bits,179.0,0.0,0.0,0.1,0.0,9.2,1.79,0.0,0.0,0.055865921475609384,5.139664775756062
"La Fiesta, Salted Plums",209.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,0.0
"La Fiesta, Pan Rayado Bread Crumbs",1628.0,0.0,0.0,3.57,0.0,7.14,16.28,0.0,0.0,0.2192874691527718,0.4385749383055436
Bread Crumbs Seasoned,1628.0,0.0,0.0,3.57,0.0,7.14,16.28,0.0,0.0,0.2192874691527718,0.4385749383055436
Pasta Para Duros,2243.0,0.0,0.0,28.57,0.0,0.0,22.43,0.0,0.0,1.2737405255132677,0.0
"La Fiesta, Duritos Ruedas Wheel",2243.0,0.0,0.0,28.57,0.0,0.0,22.43,0.0,0.0,1.2737405255132677,0.0
Duritos,2243.0,0.0,0.0,28.57,0.0,0.0,22.43,0.0,0.0,1.2737405255132677,0.0
Duritos,2243.0,0.0,0.0,28.57,0.0,0.0,22.43,0.0,0.0,1.2737405255132677,0.0
Deluxe Potato Salad,736.0,0.0,0.0,9.56,0.0,9.56,7.36,0.0,0.0,1.2989130417134334,1.2989130417134334
"Fusilli Pasta, Whole Wheat",1569.0,0.0,0.0,2.68,0.0,3.57,15.69,0.0,0.0,0.1708094326508544,0.22753346065804114
British Maris Piper Just Bake Chips,700.0,0.0,0.0,4.7,0.0,0.9,7.0,0.0,0.0,0.6714285704693878,0.12857142838775512
Traditional White Pocket-Less Pita,1218.0,0.0,0.0,5.7,0.0,3.8,12.18,0.0,0.0,0.4679802951822821,0.31198686345485477
"Kontos, Pocket-Less Pita, Pita Bread, Whole Wheat",1218.0,0.0,0.0,6.33,0.0,1.27,12.18,0.0,0.0,0.5197044330708502,0.10426929383885936
Onion Flatbread,1218.0,0.0,0.0,5.7,0.0,5.06,12.18,0.0,0.0,0.4679802951822821,0.4154351392319908
"Kontos, Fillo #10 Country-Style Pastry Sheets",1393.0,0.0,0.0,0.0,0.0,11.11,13.93,0.0,0.0,0.0,0.7975592241223551
"Rose Valley, Butter, Salted Sweet Cream",2987.0,0.0,0.0,78.57,0.0,0.0,29.87,0.0,0.0,2.630398392155876,0.0
"Rose Valley, Unsalted Sweet Cream Butter",2987.0,0.0,0.0,78.57,0.0,0.0,29.87,0.0,0.0,2.630398392155876,0.0
Riz pour risotto,1469.0,0.0,0.0,1.5,0.0,0.4,14.69,0.0,0.0,0.10211027903191947,0.027229407741845194
"Micro-Batch, Batch #37 Salsa, Habanero Garlic",238.0,0.0,0.0,1.79,0.0,3.57,2.38,0.0,0.0,0.7521008371760469,1.4999999936974788
Sauce Barbecue Smoky Sweet,1255.0,0.0,0.0,0.0,0.0,42.0,12.55,0.0,0.0,0.0,3.3466135431501085
Sauce Piquante Chipotle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Longhorn, Bread & Butter Jalapeno Dip Mix",431.0,0.0,0.0,0.0,0.0,20.69,4.31,0.0,0.0,0.0,4.800464025985002
"Longhorn, Southwest Dip Mix",209.0,0.0,0.0,0.0,0.0,6.67,2.09,0.0,0.0,0.0,3.191387544538816
Pepper Sauce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feista Juan's Red Taco Sauce,130.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0
Green Taco Sauce,130.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0
Bbq Sauce,473.0,0.0,0.0,0.0,0.0,19.35,4.73,0.0,0.0,0.0,4.090909082260235
"Fiesta Juan's, Artichoke Spinach Dip Mix, Medium",71.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0
Hot Sauce,347.0,0.0,0.0,0.0,0.0,16.67,3.47,0.0,0.0,0.0,4.804034568288086
Chipotle Onion Relish Smoky Maple & Bacon,393.0,0.0,0.0,0.0,0.0,12.5,3.93,0.0,0.0,0.0,3.180661569514856
Sweet & Spicy Three Pepper Relish,523.0,0.0,0.0,0.0,0.0,25.0,5.23,0.0,0.0,0.0,4.780114713613547
Chicken katsu curry,410.0,0.0,0.0,2.3,0.0,1.7,4.1,0.0,0.0,0.5609756083878643,0.4146341453301606
"Orange Flavored Cranberries, Orange",1464.0,0.0,0.0,1.25,0.0,65.0,14.64,0.0,0.0,0.0853825136028808,4.439890707349801
Cornmeal Mix,1536.0,0.0,0.0,3.33,0.0,0.0,15.36,0.0,0.0,0.21679687485885618,0.0
All Purpose Wheat Flour  And Red Grape Seed Flour Blend,1536.0,0.0,0.0,0.0,0.0,0.0,15.36,0.0,0.0,0.0,0.0
Enriched All Purpose Wheat And Grape Seed Flour Blend,1536.0,0.0,0.0,0.0,0.0,3.33,15.36,0.0,0.0,0.0,0.21679687485885618
Wheat & Almond Flour,1536.0,0.0,0.0,3.33,0.0,3.33,15.36,0.0,0.0,0.21679687485885618,0.21679687485885618
"White Lily, Wheat Flour",1536.0,0.0,0.0,0.0,0.0,0.0,15.36,0.0,0.0,0.0,0.0
Enriched All Purpose Wheat Flour,1536.0,0.0,0.0,0.0,0.0,0.0,15.36,0.0,0.0,0.0,0.0
Enriched Unbleached Bread Flour,1393.0,0.0,0.0,0.0,0.0,0.0,13.93,0.0,0.0,0.0,0.0
"Italian Split Bread, Sliced",1046.0,0.0,0.0,3.57,0.0,3.57,10.46,0.0,0.0,0.34130019087829805,0.34130019087829805
Jewish Rye,1197.0,0.0,0.0,3.57,0.0,3.57,11.97,0.0,0.0,0.29824561378592673,0.29824561378592673
8 Onion Rolls,1100.0,0.0,0.0,3.51,0.0,3.51,11.0,0.0,0.0,0.3190909088008264,0.3190909088008264
Delicious Rolls,1121.0,0.0,0.0,2.68,0.0,5.36,11.21,0.0,0.0,0.23907225670020313,0.47814451340040626
Six Italian Kaiser Rolls,1184.0,0.0,0.0,5.43,0.0,2.17,11.84,0.0,0.0,0.45861486447752114,0.1832770268722322
Steak Rolls,1067.0,0.0,0.0,1.06,0.0,2.13,10.67,0.0,0.0,0.09934395492095223,0.19962511696380025
6 Submarine Rolls,1100.0,0.0,0.0,1.32,0.0,2.63,11.0,0.0,0.0,0.11999999989090908,0.2390909088735537
Marble Rye,1197.0,0.0,0.0,3.57,0.0,0.0,11.97,0.0,0.0,0.29824561378592673,0.0
Smoothie Base Mix,1582.0,0.0,0.0,0.0,0.0,75.56,15.82,0.0,0.0,0.0,4.776232613921471
Smoothie Base Mix,1393.0,0.0,0.0,0.0,0.0,57.78,13.93,0.0,0.0,0.0,4.147882265507622
"Barrie House, Coffee Capsules, Hot Apple Cider",1523.0,0.0,0.0,0.0,0.0,90.91,15.23,0.0,0.0,0.0,5.9691398516289285
Hot Cocoa,1954.0,0.0,0.0,20.0,0.0,33.33,19.54,0.0,0.0,1.0235414529050453,1.7057318312662577
Hot Cocoa Coffee,1674.0,0.0,0.0,20.0,0.0,33.33,16.74,0.0,0.0,1.1947431295132955,1.991039425333907
Red Pepper Spread With Eggplant & Garlic,280.0,0.0,0.0,3.33,0.0,6.67,2.8,0.0,0.0,1.1892857100382654,2.382142848635204
Spring Mix,75.0,0.0,0.0,0.0,0.0,1.18,0.75,0.0,0.0,0.0,1.5733333123555557
Organic Baby Ramaine,100.0,0.0,0.0,0.0,0.0,1.18,1.0,0.0,0.0,0.0,1.1799999882
Herb Blend,100.0,0.0,0.0,0.0,0.0,1.18,1.0,0.0,0.0,0.0,1.1799999882
Organic Baby Spinach,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Organic Baby Lettuces,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Organic Blueberries,209.0,0.0,0.0,0.71,0.0,8.57,2.09,0.0,0.0,0.3397129170348664,4.100478449280008
Organic Strawberries,151.0,0.0,0.0,0.0,0.0,4.29,1.51,0.0,0.0,0.0,2.8410595838340424
Organic Berry Basket Blend,209.0,0.0,0.0,0.0,0.0,7.14,2.09,0.0,0.0,0.0,3.416267926237952
Organic Red Raspberries,180.0,0.0,0.0,0.0,0.0,5.0,1.8,0.0,0.0,0.0,2.777777762345679
Sweet Corn,343.0,0.0,0.0,0.59,0.0,3.53,3.43,0.0,0.0,0.17201166130608844,1.0291545159499866
Organic Green Peas,343.0,0.0,0.0,0.0,0.0,4.71,3.43,0.0,0.0,0.0,1.3731778385621638
Organic Broccoli,121.0,0.0,0.0,0.0,0.0,1.18,1.21,0.0,0.0,0.0,0.9752066035106891
Whole Organic Green Beans,121.0,0.0,0.0,0.0,0.0,1.18,1.21,0.0,0.0,0.0,0.9752066035106891
Organic Butternut Squash,172.0,0.0,0.0,0.0,0.0,3.53,1.72,0.0,0.0,0.0,2.0523255694632234
Organic Roasted Organic Red Potatoes,381.0,0.0,0.0,0.0,0.0,0.91,3.81,0.0,0.0,0.0,0.23884514373006524
Organic California-Style Blend,121.0,0.0,0.0,0.0,0.0,2.35,1.21,0.0,0.0,0.0,1.9421487442797627
Organic Butternut Squash,172.0,0.0,0.0,0.0,0.0,3.53,1.72,0.0,0.0,0.0,2.0523255694632234
Organic Sliced Peaches,209.0,0.0,0.0,0.0,0.0,9.29,2.09,0.0,0.0,0.0,4.444976055287196
Organic Blackberries,268.0,0.0,0.0,0.36,0.0,10.71,2.68,0.0,0.0,0.13432835770773,3.9962686418049684
Roasted Organic Yellow Potato Wedges With Rosemary & Garlic,418.0,0.0,0.0,1.36,0.0,0.91,4.18,0.0,0.0,0.3253588508962707,0.21770334876147523
Roasted Organic Red Potatoes,381.0,0.0,0.0,0.0,0.0,0.91,3.81,0.0,0.0,0.0,0.23884514373006524
Roasted Organic Sweet Potato Slices,531.0,0.0,0.0,0.91,0.0,20.91,5.31,0.0,0.0,0.17137476427236392,3.9378530999287134
Rustic Cut Organic Ruby Red Beets,222.0,0.0,0.0,0.0,0.0,9.41,2.22,0.0,0.0,0.0,4.238738719645322
Rustic Cut Organic Root Medley,172.0,0.0,0.0,0.0,0.0,7.06,1.72,0.0,0.0,0.0,4.104651138926447
Organic Dark Sweet Cherries,268.0,0.0,0.0,0.36,0.0,13.57,2.68,0.0,0.0,0.13432835770773,5.06343281692749
Organic Red Raspberries,180.0,0.0,0.0,0.0,0.0,5.0,1.8,0.0,0.0,0.0,2.777777762345679
Cut Organic Spinach,121.0,0.0,0.0,0.0,0.0,1.18,1.21,0.0,0.0,0.0,0.9752066035106891
Pineapple Chunks,209.0,0.0,0.0,0.0,0.0,10.0,2.09,0.0,0.0,0.0,4.784688972322063
Organic Tropical Blend,209.0,0.0,0.0,0.0,0.0,10.0,2.09,0.0,0.0,0.0,4.784688972322063
Organic Asian Blend,121.0,0.0,0.0,0.0,0.0,2.35,1.21,0.0,0.0,0.0,1.9421487442797627
Organic Power Blend,100.0,0.0,0.0,0.0,0.0,1.18,1.0,0.0,0.0,0.0,1.1799999882
"Organic Smoothie Kickstart, Kale Berry",146.0,0.0,0.0,0.0,0.0,4.42,1.46,0.0,0.0,0.0,3.027397239538375
Organic Smoothie Kickstart,184.0,0.0,0.0,0.0,0.0,8.85,1.84,0.0,0.0,0.0,4.809782582555529
"Smoothie Kickstart, Pineapple Spinach Banana",222.0,0.0,0.0,0.0,0.0,7.96,2.22,0.0,0.0,0.0,3.5855855694342993
"Smoothie Kickstart, Mango Beet Berry",184.0,0.0,0.0,0.0,0.0,8.85,1.84,0.0,0.0,0.0,4.809782582555529
Organic Mango Chunks,268.0,0.0,0.0,0.0,0.0,15.0,2.68,0.0,0.0,0.0,5.59701490448875
Organic Blueberries,209.0,0.0,0.0,0.71,0.0,8.57,2.09,0.0,0.0,0.3397129170348664,4.100478449280008
Organic Triple Berry Blend,209.0,0.0,0.0,0.36,0.0,8.57,2.09,0.0,0.0,0.17224880300359424,4.100478449280008
Cut Organic Spinach,121.0,0.0,0.0,0.0,0.0,1.18,1.21,0.0,0.0,0.0,0.9752066035106891
Organic Broccoli Florets,121.0,0.0,0.0,0.0,0.0,1.18,1.21,0.0,0.0,0.0,0.9752066035106891
Organic Rainbow Chard Blend,75.0,0.0,0.0,0.0,0.0,1.18,0.75,0.0,0.0,0.0,1.5733333123555557
Organic Kale,121.0,0.0,0.0,0.0,0.0,1.18,1.21,0.0,0.0,0.0,0.9752066035106891
Organic Collard Greens,146.0,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0
Petites,75.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
Organic Romaine Easy Leaves,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Organic Mini Peeled Carrots,172.0,0.0,0.0,0.0,0.0,5.88,1.72,0.0,0.0,0.0,3.4186046312871823
Organic Mini Peeled Carrots,184.0,0.0,0.0,0.0,0.0,7.02,1.84,0.0,0.0,0.0,3.8152173705694707
Juicing Carrots,159.0,0.0,0.0,0.0,0.0,6.41,1.59,0.0,0.0,0.0,4.031446515525493
Organic Mini Peeled Carrots,172.0,0.0,0.0,0.0,0.0,5.88,1.72,0.0,0.0,0.0,3.4186046312871823
Organic Carrot Chips,172.0,0.0,0.0,0.0,0.0,5.88,1.72,0.0,0.0,0.0,3.4186046312871823
Raisins,1255.0,0.0,0.0,0.0,0.0,75.0,12.55,0.0,0.0,0.0,5.9760956127680505
Organic Sweetened Dried Cranberries,1464.0,0.0,0.0,0.0,0.0,77.5,14.64,0.0,0.0,0.0,5.2937158433786085
Organic Pitted Dates,1151.0,0.0,0.0,0.5,0.0,62.5,11.51,0.0,0.0,0.043440486495707656,5.430060811963457
Organic Pitted Dried Plums,996.0,0.0,0.0,0.0,0.0,40.48,9.96,0.0,0.0,0.0,4.064257024031869
Organic Thompson Seedless Raisins,1255.0,0.0,0.0,0.0,0.0,75.0,12.55,0.0,0.0,0.0,5.9760956127680505
Organic Dried Mangos,1322.0,0.0,0.0,0.0,0.0,52.63,13.22,0.0,0.0,0.0,3.981089255687527
"Organic Carrot Juice, Carrot",121.0,0.0,0.0,0.0,0.0,5.83,1.21,0.0,0.0,0.0,4.818181778362134
Organic Kale Caesar,711.0,0.0,0.0,12.0,0.0,2.0,7.11,0.0,0.0,1.6877637107063803,0.2812939517843967
Organic Kit Garden Party Salad,544.0,0.0,0.0,6.0,0.0,10.0,5.44,0.0,0.0,1.1029411744431228,1.838235290738538
Organic Pre-Washed Fancy Romaine Salad,75.0,0.0,0.0,0.0,0.0,1.18,0.75,0.0,0.0,0.0,1.5733333123555557
Kale,172.0,0.0,0.0,0.59,0.0,1.18,1.72,0.0,0.0,0.3430232538196322,0.6860465076392644
Organic Deep Green Blends,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Deep Green Blends, A Dynamic Blend Of Tender Baby Kale, Chard And Spinach",100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Organic Pre-Washed Hearts Of Romaine Lettuce,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Organic Romaine Salad,75.0,0.0,0.0,0.0,0.0,1.18,0.75,0.0,0.0,0.0,1.5733333123555557
Organic Spring Mix,100.0,0.0,0.0,0.0,0.0,1.18,1.0,0.0,0.0,0.0,1.1799999882
"Organic Half & Half Baby Spinach, Spring Mix",100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Organic Baby Spinach,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Deep Green Blends Organic Kale,172.0,0.0,0.0,0.59,0.0,1.18,1.72,0.0,0.0,0.3430232538196322,0.6860465076392644
Organic Baby Romaine,75.0,0.0,0.0,0.0,0.0,1.18,0.75,0.0,0.0,0.0,1.5733333123555557
Organic Baby Arugula,100.0,0.0,0.0,0.0,0.0,2.35,1.0,0.0,0.0,0.0,2.3499999765000004
Organic Herb Blend,100.0,0.0,0.0,0.0,0.0,1.18,1.0,0.0,0.0,0.0,1.1799999882
Organic Herb Blend,100.0,0.0,0.0,0.0,0.0,1.18,1.0,0.0,0.0,0.0,1.1799999882
Organic Baby Lettuces,75.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
Baby Spinach Blend,100.0,0.0,0.0,0.0,0.0,1.18,1.0,0.0,0.0,0.0,1.1799999882
Organic Baby Spinach,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Organic Baby Romaine,75.0,0.0,0.0,0.0,0.0,1.18,0.75,0.0,0.0,0.0,1.5733333123555557
Organic Half & Half Baby Spinach Bay Argula,100.0,0.0,0.0,0.0,0.0,1.18,1.0,0.0,0.0,0.0,1.1799999882
"Organic, Deep Green Blends Organic Power",100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Organic Power Trio,121.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0
Deep Green Blends,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Powermeal, Spinach Quinoa Bowl",619.0,0.0,0.0,7.04,0.0,3.52,6.19,0.0,0.0,1.1373182534130561,0.5686591267065281
Organic Asian Noodle Bowl,715.0,0.0,0.0,8.86,0.0,1.9,7.15,0.0,0.0,1.239160837427747,0.2657342653626094
"Powermeal, Organic Southwest Bowl",598.0,0.0,0.0,9.29,0.0,2.14,5.98,0.0,0.0,1.5535117030877728,0.357859531174148
Organic Deep Green Blends Zen,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Deep Green Blends Organic Kale Italia,146.0,0.0,0.0,0.0,0.0,1.18,1.46,0.0,0.0,0.0,0.8082191725464439
Organic Kale Caesar Bowl With Spicy Light Caesar Dressing,803.0,0.0,0.0,12.82,0.0,2.56,8.03,0.0,0.0,1.596513073976945,0.318804482791028
"Organic Chopped Kale, Cabbage And Shredded Carrots",197.0,0.0,0.0,0.0,0.0,2.35,1.97,0.0,0.0,0.0,1.192893394959932
